iter	RMSE	Tweedie:variance_power=1.5
145	10.82310699	14.56422995
146	10.82191348	14.56403095
147	10.82075814	14.56385207
148	10.81963837	14.56368618
149	10.81855061	14.56352451
150	10.81749222	14.5633643
151	10.81647165	14.56323006
152	10.81548363	14.56310921
153	10.81452352	14.56299051
154	10.813592	14.56287759
155	10.81268533	14.56276305
156	10.81180832	14.56266118
157	10.8109576	14.5625648
158	10.81013287	14.56247407
159	10.80933285	14.56239094
160	10.80855642	14.56231008
161	10.80779802	14.56221992
162	10.80706284	14.56213769
163	10.80635023	14.56205728
164	10.8056605	14.56198829
165	10.80499129	14.56192171
166	10.80434478	14.5618667
167	10.80371484	14.56180654
168	10.8031066	14.56175768
169	10.80251123	14.56169844
170	10.80193883	14.56165567
171	10.8013853	14.56161723
172	10.80084318	14.56156871
173	10.80031936	14.56152904
174	10.79980954	14.56148595
175	10.79931296	14.56144166
176	10.79883542	14.56140946
177	10.79837289	14.56137982
178	10.79792164	14.56134615
179	10.79748141	14.56130709
180	10.79705852	14.56128029
181	10.79664545	14.56124837
182	10.79624571	14.56122097
183	10.79585943	14.56119866
184	10.79548167	14.56116962
185	10.79511497	14.56114251
186	10.79476093	14.56111906
187	10.79441656	14.56109534
188	10.79408099	14.56106877
189	10.79375643	14.56104706
190	10.79344583	14.56103499
191	10.79314475	14.5610236
192	10.79285103	14.56100926
193	10.79256272	14.56098763
194	10.79228585	14.56097535
195	10.79201494	14.56095794
196	10.7917525	14.56094133
197	10.79149687	14.56092458
198	10.79125166	14.56091243
199	10.79101267	14.56089958
200	10.79078142	14.56088828
201	10.79055602	14.56087652
202	10.7903389	14.56086696
203	10.79012468	14.56085069
204	10.78991968	14.5608398
205	10.78972241	14.56083283
206	10.78953032	14.56082516
207	10.78934167	14.56081309
208	10.78916118	14.56080635
209	10.78898327	14.56079509
210	10.78881263	14.56078874
211	10.7886442	14.56077658
212	10.78848403	14.56077019
213	10.7883267	14.56076088
214	10.78817431	14.56075081
215	10.78802779	14.56074443
216	10.78788379	14.56073508
217	10.78774332	14.56072327
218	10.78761012	14.56072022
219	10.78747753	14.56071102
220	10.7873495	14.56070196
221	10.78722575	14.56069472
222	10.78710606	14.56068681
223	10.78699023	14.56068115
224	10.78687853	14.56067632
225	10.78676953	14.56067091
226	10.78666406	14.56066572
227	10.78656143	14.56066071
228	10.7864611	14.56065366
229	10.78636321	14.56064626
230	10.7862688	14.56064015
231	10.78617697	14.56063286
232	10.78608966	14.56062994
233	10.78600473	14.56062616
234	10.7859214	14.56062099
235	10.78584035	14.56061469
236	10.78576108	14.56060816
237	10.78568399	14.56060168
238	10.78560946	14.56059532
239	10.78553773	14.56059108
240	10.78546945	14.56058865
241	10.78540268	14.56058554
242	10.78533582	14.56057843
243	10.78527294	14.56057519
244	10.78521104	14.56057116
245	10.78515166	14.56056781
246	10.78509237	14.56056152
247	10.78503421	14.56055365
248	10.78498043	14.56054964
249	10.78492589	14.56054391
250	10.78487346	14.5605387
251	10.78482291	14.56053462
252	10.78477526	14.56053107
253	10.7847273	14.56052577
254	10.78468196	14.56052244
255	10.78463816	14.56051995
256	10.78459547	14.56051678
257	10.78455432	14.56051466
258	10.78451369	14.56051011
259	10.78447536	14.56050704
260	10.78443689	14.56050317
261	10.78439983	14.56049865
262	10.78436482	14.56049641
263	10.78432997	14.56049325
264	10.78429481	14.56048785
265	10.78426292	14.5604859
266	10.78423137	14.56048342
267	10.78420069	14.56048038
268	10.7841703	14.56047702
269	10.78414079	14.56047307
270	10.78411219	14.56047045
271	10.78408387	14.56046597
272	10.78405841	14.56046439
273	10.7840332	14.56046202
274	10.78400826	14.56045957
275	10.78398404	14.56045705
276	10.7839611	14.56045577
277	10.78393811	14.56045322
278	10.78391428	14.56044874
279	10.78389241	14.56044576
280	10.78387143	14.56044277
281	10.7838518	14.56044156
282	10.78383208	14.5604386
283	10.78381332	14.56043574
284	10.78379514	14.56043336
285	10.78377613	14.56042886
286	10.78375884	14.56042538
287	10.78374038	14.56042079
288	10.78372457	14.56041882
289	10.78370887	14.56041631
290	10.78369246	14.56041317
291	10.78367714	14.56040976
292	10.78366294	14.56040834
293	10.7836484	14.56040519
294	10.78363424	14.56040103
295	10.78361991	14.56039693
296	10.78360621	14.5603919
297	10.78359404	14.56039022
298	10.78358114	14.56038656
299	10.78356761	14.56038281
300	10.78355582	14.56037997
301	10.78354423	14.56037688
302	10.78353302	14.56037417
303	10.78352226	14.56037143
304	10.78351206	14.56036857
305	10.78350241	14.56036676
306	10.78349231	14.56036309
307	10.78348294	14.560362
308	10.78347389	14.5603594
309	10.78346569	14.56035925
310	10.7834567	14.56035643
311	10.78344811	14.56035294
312	10.78344023	14.56035068
313	10.78343226	14.5603489
314	10.78342402	14.56034618
315	10.78341581	14.5603428
316	10.78340869	14.56034011
317	10.78340144	14.560338
318	10.78339469	14.56033617
319	10.78338785	14.56033464
320	10.78338127	14.56033245
321	10.78337563	14.56033153
322	10.78336872	14.56032794
323	10.78336152	14.5603246
324	10.7833562	14.56032319
325	10.7833504	14.56032068
326	10.7833434	14.56031671
327	10.78333856	14.560316
328	10.78333292	14.56031315
329	10.78332661	14.56030964
330	10.78332226	14.56030899
331	10.78331734	14.56030674
332	10.78331209	14.5603037
333	10.78330669	14.56030106
334	10.78330199	14.56029747
335	10.78329685	14.5602936
336	10.78329125	14.56028967
337	10.78328679	14.5602868
338	10.78328249	14.56028362
339	10.78327924	14.56028271
340	10.78327521	14.56027958
341	10.78327138	14.56027629
342	10.78326652	14.56027183
343	10.78326334	14.56026998
344	10.78326036	14.56026882
345	10.78325757	14.56026763
346	10.78325428	14.56026524
347	10.78325155	14.56026401
348	10.78324916	14.56026389
349	10.78324627	14.56026193
350	10.78324361	14.5602591
351	10.78324058	14.56025745
352	10.78323684	14.56025323
353	10.78323443	14.56025148
354	10.78323166	14.56024906
355	10.78322903	14.56024682
356	10.78322609	14.56024455
357	10.78322362	14.56024229
358	10.78322152	14.56024115
359	10.78321799	14.56023677
360	10.7832163	14.56023619
361	10.78321263	14.56023191
362	10.78320926	14.56022828
363	10.78320682	14.5602259
364	10.78320533	14.56022528
365	10.78320273	14.5602222
366	10.78320022	14.56021998
367	10.78319875	14.56021833
368	10.7831956	14.56021382
369	10.78319349	14.56021097
370	10.78319216	14.56021038
371	10.78319009	14.56020738
372	10.78318766	14.56020415
373	10.783186	14.56020112
374	10.78318453	14.56019938
375	10.78318323	14.56019794
376	10.78318221	14.560197
377	10.78318027	14.56019376
378	10.78317845	14.56019125
379	10.78317683	14.56018982
380	10.7831756	14.5601876
381	10.78317314	14.56018323
382	10.78317147	14.56018031
383	10.78317048	14.56017908
384	10.78316912	14.56017692
385	10.78316773	14.56017367
386	10.78316585	14.56017118
387	10.7831647	14.56016895
388	10.78316284	14.56016504
389	10.78316136	14.56016264
390	10.78316071	14.56016236
391	10.78315944	14.56015947
392	10.78315773	14.56015627
393	10.78315589	14.56015265
394	10.78315431	14.5601492
395	10.78315315	14.56014646
396	10.78315256	14.56014604
397	10.78315213	14.56014604
398	10.78315152	14.56014556
399	10.78314981	14.5601424
400	10.78314808	14.56013945
401	10.78314732	14.56013861
402	10.78314627	14.56013584
403	10.78314542	14.56013418
404	10.78314434	14.56013223
405	10.78314332	14.56012943
406	10.78314184	14.56012704
407	10.78314016	14.56012316
408	10.78313903	14.56011913
409	10.78313788	14.56011593
410	10.78313719	14.56011358
411	10.78313656	14.56011166
412	10.78313534	14.56010858
413	10.78313417	14.56010469
414	10.78313356	14.56010275
415	10.78313313	14.56010117
416	10.78313196	14.56009852
417	10.78313083	14.56009525
418	10.78312958	14.56009157
419	10.78312876	14.56008937
420	10.78312794	14.56008663
421	10.7831271	14.56008358
422	10.78312648	14.56008131
423	10.78312632	14.5600807
424	10.78312495	14.56007725
425	10.78312473	14.56007633
426	10.78312299	14.56007256
427	10.78312193	14.56006948
428	10.78312139	14.56006783
429	10.78312131	14.56006755
430	10.78312083	14.56006615
431	10.78312008	14.56006282
432	10.78311959	14.56006023
433	10.78311877	14.5600584
434	10.78311879	14.56005827
435	10.78311663	14.56005369
436	10.78311558	14.56005036
437	10.78311457	14.56004662
438	10.78311425	14.56004505
439	10.78311278	14.5600401
440	10.78311247	14.5600391
441	10.7831116	14.56003766
442	10.78311005	14.56003349
443	10.78310877	14.56003042
444	10.78310812	14.56002837
445	10.78310736	14.56002489
446	10.78310687	14.56002233
447	10.7831064	14.56002112
448	10.78310517	14.56001744
449	10.78310455	14.5600154
450	10.78310417	14.56001409
451	10.78310322	14.56001086
452	10.78310223	14.56000776
453	10.78310191	14.56000661
454	10.78310181	14.56000571
455	10.78310073	14.56000234
456	10.7830994	14.55999777
457	10.78309889	14.55999468
458	10.78309858	14.55999373
459	10.78309856	14.55999273
460	10.78309805	14.55999048
461	10.78309655	14.55998615
462	10.78309561	14.55998297
463	10.7830949	14.55997945
464	10.78309463	14.55997861
465	10.78309451	14.55997774
466	10.78309365	14.55997415
467	10.7830928	14.55997087
468	10.78309233	14.5599693
469	10.78309087	14.5599648
470	10.78309043	14.55996385
471	10.78308991	14.55996152
472	10.78308952	14.55995974
473	10.78308827	14.55995562
474	10.78308737	14.55995156
475	10.78308682	14.55994962
476	10.78308599	14.55994597
477	10.78308446	14.55994248
478	10.7830832	14.55993867
479	10.78308254	14.55993637
480	10.78308211	14.55993465
481	10.78308143	14.55993182
482	10.78308105	14.55993011
483	10.78308055	14.55992809
484	10.78307988	14.55992587
485	10.78307828	14.55992184
486	10.78307729	14.55991925
487	10.78307676	14.55991676
488	10.78307653	14.55991513
489	10.78307565	14.55991193
490	10.7830753	14.55991056
491	10.78307423	14.55990727
492	10.78307363	14.5599041
493	10.78307352	14.55990304
494	10.78307335	14.55990225
495	10.78307262	14.55989947
496	10.78307216	14.5598972
497	10.78307177	14.55989423
498	10.78307089	14.55989079
499	10.78307071	14.55988937
500	10.78306991	14.55988671
501	10.78306962	14.55988558
502	10.78306867	14.55988145
503	10.78306798	14.5598785
504	10.78306763	14.55987626
505	10.78306658	14.55987372
506	10.78306587	14.55987133
507	10.7830649	14.55986827
508	10.78306431	14.55986641
509	10.78306318	14.55986286
510	10.78306266	14.55985965
511	10.7830623	14.55985752
512	10.78306137	14.55985414
513	10.78306072	14.55985044
514	10.78305976	14.55984658
515	10.78305896	14.55984367
516	10.78305816	14.5598407
517	10.78305774	14.55983745
518	10.7830577	14.55983727
519	10.78305715	14.55983586
520	10.7830562	14.55983263
521	10.78305506	14.5598292
522	10.78305413	14.55982418
523	10.78305308	14.55981926
524	10.78305292	14.55981768
525	10.78305227	14.55981555
526	10.78305208	14.55981392
527	10.78305091	14.5598107
528	10.78305003	14.55980714
529	10.78304985	14.55980609
530	10.78304896	14.55980273
531	10.78304785	14.55979819
532	10.78304702	14.55979575
533	10.78304659	14.55979417
534	10.78304614	14.55979176
535	10.78304554	14.55978945
536	10.78304461	14.55978546
537	10.78304452	14.55978486
538	10.7830436	14.5597811
539	10.78304288	14.55977831
540	10.78304271	14.55977719
541	10.78304219	14.55977426
542	10.78304169	14.55977147
543	10.78304173	14.5597712
544	10.78304089	14.5597668
545	10.78304039	14.55976468
546	10.78304049	14.55976454
547	10.78304028	14.55976412
548	10.78303973	14.5597616
549	10.78303955	14.55975922
550	10.78303901	14.55975636
551	10.78303892	14.559755
552	10.78303868	14.55975217
553	10.78303859	14.5597513
554	10.78303868	14.55975082
555	10.78303816	14.55974944
556	10.78303705	14.559745
557	10.78303701	14.5597447
558	10.78303622	14.55974102
559	10.7830354	14.55973788
560	10.78303467	14.55973586
561	10.78303428	14.55973336
562	10.78303305	14.55972954
563	10.78303267	14.55972723
564	10.78303232	14.55972604
565	10.78303207	14.55972387
566	10.78303098	14.55972138
567	10.78303003	14.55971719
568	10.78302916	14.55971364
569	10.78302923	14.55971259
570	10.78302808	14.55970906
571	10.7830274	14.55970697
572	10.78302669	14.55970326
573	10.78302586	14.55970052
574	10.78302582	14.55969931
575	10.78302489	14.55969584
576	10.78302454	14.55969403
577	10.78302368	14.55969089
578	10.78302383	14.55969081
579	10.78302364	14.55969005
580	10.78302327	14.5596889
581	10.78302315	14.55968855
582	10.78302232	14.55968493
583	10.78302249	14.55968481
584	10.7830219	14.55968164
585	10.78302092	14.55967907
586	10.78302059	14.55967758
587	10.78301994	14.55967447
588	10.78301909	14.55967161
589	10.78301909	14.55967135
590	10.78301804	14.55966846
591	10.78301756	14.55966676
592	10.78301712	14.55966376
593	10.78301597	14.55965955
594	10.7830153	14.55965658
595	10.7830152	14.55965579
596	10.78301439	14.55965294
597	10.78301407	14.55965114
598	10.78301346	14.55964837
599	10.78301321	14.55964669
600	10.78301186	14.55964276
601	10.78301084	14.55963885
602	10.78300962	14.55963454
603	10.78300909	14.55963219
